"DOMAIN","TITLE","",""
"INFO","What is 5G technology","",""
"MATHS","A tank initially contains 1000 liters of water. Water is being pumped into the tank at a rate of 10 liters per minute. Write a differential equation to model the amount of water in the tank as a function of time.","",""
"IMAGE","A giant mech battling against alien invaders.","",""
"MATHS","Solve 42 - 19.","",""
"IMAGE","Mysterious crop circles appear overnight in rural field","",""
"MATHS","Fast Fourier transform ","",""
"MATHS","Factorize the expression ","",""
"MATHS","If cos(θ) = 12/13 and θ is obtuse, find the value of sin(θ).","",""
"INFO","How to lower cholesterol naturally?","",""
"IMAGE","A sentient AI developing consciousness.","",""
"INFO","How to protect investments from inflation?","",""
"INFO","How do I debug my code when I encounter errors","",""
"IMAGE","Quest for meaning in the labyrinth of life.","",""
"INFO","What are the benefits of teaching cultural diversity in schools?","",""
"IMAGE","Handwoven ikat and patola sarees showcasing Indian craftsmanship.","",""
"MATHS","What is a rotation in mathematics?","",""
"INFO","What are the latest breakthroughs in medical research?","",""
"MATHS","If the ratio of the circumference of two circles is 2:3, what is the ratio of their radii?","",""
"MATHS","How many different 4-letter codes can be formed using the letters A, B, C, and D?","",""
"MATHS","Is 5103 divisible by 3, 9, and 11?","",""
"IMAGE","A serene waterfall cascades into a crystal-clear pool below.","",""
"IMAGE","A bustling city street with colorful storefronts and bustling crowds.","",""
"MATHS","What is a graph in graph theory?","",""
"MATHS","How many different ways can 5 books be arranged on a shelf if 2 of the books are identical?","",""
"INFO","Who are the rising stars to watch out for in the entertainment industry?","",""
"INFO","What are the advantages of renting vs. buying a home?","",""
"MATHS","Calculate the mean","",""
"INFO","How do genetics influence the likelihood of developing certain diseases","",""
"INFO","How to build a backyard playset?","",""
"IMAGE","A woman attending a pottery painting class and creating ceramic artwork.","",""
"INFO","What are the best strategies for teaching students with ADHD?","",""
"INFO","How do I overcome procrastination when studying?","",""
"INFO","How do companies use virtual reality technology for employee training and simulations?","",""
"MATHS","Boundary Element","",""
"IMAGE","A grand boulevard is lined with stately mansions, each one a testament to the city's opulent past.","",""
"INFO","How to avoid overspending?","",""
"MATHS","Bayes' theorem","",""
"MATHS","What is 20% of 80?","",""
"INFO","How to treat a headache without medication?","",""
"MATHS","Calculate the range of the data set: 12, 24, 36, 48, 60, 72, 84, 96.","",""
"IMAGE","A group of zebras grazing peacefully on the grasslands.","",""
"INFO","What are the security risks associated with internet-connected devices (IoT)?","",""
"INFO","What are the top tech gadgets for travelers?","",""
"INFO","Have any iconic albums celebrated milestone anniversaries recently?","",""
"MATHS","What is the length of the longest side of a right triangle if the other two sides measure 9 cm and 12 cm?","",""
"MATHS","Fourier domain correlation","",""
"MATHS","If you roll two fair six-sided dice, what is the probability of rolling a sum of 7?","",""
"IMAGE","High-Tech architecture showcases technological elements and industrial materials.","",""
"INFO","What are the most beautiful canyons to visit?","",""
"IMAGE","A student attending a seminar on environmental sustainability.","",""
"INFO","What is the chemical formula for hydrochloric acid?","",""
"MATHS","Is 123456 divisible by 2, 3, 4, 6, and 8?","",""
"INFO","What are the environmental impacts of electronic waste (e-waste)?","",""
"MATHS","What is the name of a polygon with five sides?","",""
"INFO","Who was the first woman to win a Nobel Prize in Physiology or Medicine","",""
"INFO","What is the chemical symbol for oxygen?","",""
"IMAGE","A historic town square is a hub of activity, with street vendors, musicians, and performers entertaining the crowds.","",""
"INFO","What were the causes and effects of the Russian Revolution of 1917?","",""
"INFO","How to improve digestion?","",""
"INFO","What events led to the fall of the Romanov dynasty in Russia?","",""
"MATHS","A rocket is launched vertically upward with an initial velocity of 50 m/s. Write a differential equation to model the rocket's velocity as a function of time.","",""
"INFO","What are the top tourist scams to avoid?","",""
"MATHS","Express ratios in simplest form.","",""
"MATHS","Solve the differential equation","",""
"MATHS","If a bakery sells each muffin for $2 and sells 100 muffins per day, how much revenue does it generate in a week? Write an equation to represent the bakery's weekly revenue.","",""
"INFO","How to prevent motion sickness?","",""
"INFO","How are advances in brain-computer interface (BCI) technology being utilized in healthcare and beyond?","",""
"IMAGE","International Style architecture emphasizes functionalism and industrial materials.","",""
"MATHS","Determine the value of cos(θ) if sin(θ) = 5/13 and θ is in quadrant II.","",""
"INFO","What are the benefits of diversification in investing?","",""
"IMAGE","Sustainable architecture prioritizes environmental considerations and energy efficiency in building design.","",""
"INFO","Who is Mirabai Chanu, and what are her achievements in weightlifting?","",""
"INFO","What are the benefits of inquiry-based learning?","",""
"INFO","How does predictive analytics work","",""
"INFO","How to repot a houseplant?","",""
"MATHS","Find the sum of the first 15 terms of the series: 1 + 2 + 6 + 24 + ...","",""
"INFO","How do password managers keep your passwords secure?","",""
"MATHS","Define the power set of a set and find the power set of {1, 2}.","",""
"IMAGE","A student presenting their research findings at a conference.","",""
"IMAGE","Dance of shadows in the light of dawn.","",""
"IMAGE","A group of rebels fighting against mind control.","",""
"INFO","What groundbreaking experiment did Robert Millikan conduct in 1909?","",""
"INFO","Latest trend in fitness","",""
"IMAGE","Symphony of colors in the canvas of existence.","",""
"INFO","How did the Treaty of Guadalupe Hidalgo end the Mexican-American War?","",""
"MATHS","Is 8192 divisible by 2, 4, 8, and 9?","",""
"INFO","What is Covid-19","",""
"IMAGE","Trendy indo-western outfits combining Indian motifs with modern silhouettes.","",""
"IMAGE","A parent helping their child with homework at the kitchen table.","",""
"MATHS","Solve the equation: |3x - 4| = 10.","",""
"INFO","How to create a DIY greeting card?","",""
"INFO","What are the prospects for peace in the Middle East?","",""
"IMAGE","A regal lion surveying its territory from atop a rocky outcrop.","",""
"IMAGE","A historic town hall is a symbol of civic pride, its clock tower chiming the hours for generations.","",""
"IMAGE","Fragments of identity scattered in the winds","",""
"IMAGE","A fearsome hydra with multiple heads snapping and snarling.","",""
"INFO","What are the benefits of a plant-based diet?","",""
"IMAGE","Embroidered silk jackets adding flair to simple outfits.","",""
"INFO","What are the main obstacles to achieving gender equality?","",""
"INFO","What are the most anticipated upcoming movie releases?","",""
"INFO","What is the name of the scientist who formulated the laws of motion?","",""
"INFO","How do wireless speakers connect to devices?","",""
"IMAGE","Suburban architecture reflects the lifestyle and preferences of suburban communities, often featuring larger homes and yards.","",""
"MATHS","Calculate the range of the data set: 12, 15, 20, 25, 30.","",""
"IMAGE","A bustling city square with street performers and outdoor cafes.","",""
"MATHS","Is 987654321 divisible by 3, 7, and 9?","",""
"IMAGE","A serene pond surrounded by weeping willow trees and chirping birds.","",""
"INFO","Who is known as the father of modern physics?","",""
"IMAGE","A cunning kitsune weaving illusions in a moonlit grove.","",""
"IMAGE","A lively street festival fills the air with music, laughter, and the aromas of delicious food.","",""
"IMAGE","Chic handloom cotton dresses for everyday wear.","",""
"INFO","What caused the outbreak of the Korean War in the 1950s?","",""
"INFO","What should I include in my college application resume or activities list","",""
"IMAGE","A charming village nestled in the shadow of towering mountains.","",""
"MATHS","What is a set?","",""
"INFO","What are the risks of investing in cryptocurrency?","",""
"MATHS","If you shuffle a standard deck of 52 cards and draw 5 cards, what is the probability of getting a full house (three of a kind and a pair)?","",""
"MATHS","cot","",""
"MATHS","intersection","",""
"IMAGE","A peaceful picnic in a sun-drenched meadow.","",""
"IMAGE","A man walking his dog in the neighborhood.","",""
"IMAGE","Handcrafted jhumkas crafted by skilled artisans.","",""
"INFO","How to improve sleep quality?","",""
"IMAGE","Inventor creates flying car powered by solar energy","",""
"IMAGE","A sun-dappled forest with shafts of light filtering through the canopy.","",""
"INFO","What were the main causes of the American Civil War?","",""
"IMAGE","A fearsome manticore with the body of a lion, the wings of a bat, and the tail of a scorpion.","",""
"MATHS","Explain Russell's paradox and its implications for set theory.","",""
"MATHS","A circuit contains a resistor, inductor, and capacitor in series. Write down the differential equation governing the current in the circuit.","",""
"MATHS","Determine if a given transformation is linear.","",""
"INFO","What are some traditional dishes served during a Moroccan wedding feast?","",""
"INFO","What invention led to the mass production of steel?","",""
